Contract_ID,Outstanding Amount_max,Outstanding Amount_mean,Outstanding Amount_last,Due Amount_max,Due Amount_mean,Number of Days Past Due_max,Number of Days Past Due_mean,Number of Days Past Due_count,Contract Status_<lambda>
CONT100085,22393.43,22181.233333333334,21967.76,0.0,0.0,0.0,0.0,3,Active
CONT100086,12054.23,11921.943333333335,11855.8,422.46,140.82,6.0,2.0,3,Active
CONT100087,15586.19,15510.6,15435.01,0.0,0.0,0.0,0.0,2,Active
CONT100088,19747.15,19671.09,19595.03,0.0,0.0,0.0,0.0,2,Active
CONT100089,13507.83,13244.203333333333,12978.85,0.0,0.0,0.0,0.0,3,Active
CONT100090,13555.66,13467.385,13379.11,0.0,0.0,0.0,0.0,2,Active
CONT100091,11075.59,10962.66,10849.73,0.0,0.0,0.0,0.0,2,Active
CONT100092,15262.32,15171.98,15081.64,0.0,0.0,0.0,0.0,2,Active
CONT100093,9846.66,9694.386666666667,9542.81,0.0,0.0,0.0,0.0,3,Active
CONT100094,7785.58,7675.943333333334,7567.08,0.0,0.0,0.0,0.0,3,Active
CONT100095,51935.24,51520.69333333333,51104.1,0.0,0.0,0.0,0.0,3,Active
CONT100096,24650.41,24414.373333333333,24181.71,0.0,0.0,0.0,0.0,3,Active
CONT100097,9860.16,9754.933333333332,9650.76,0.0,0.0,0.0,0.0,3,Active
CONT100098,14750.57,14609.95,14469.33,0.0,0.0,0.0,0.0,2,Active
CONT100099,74050.41,73260.16333333333,72477.77,0.0,0.0,0.0,0.0,3,Active
CONT100100,19717.33,19451.16,19187.22,0.0,0.0,0.0,0.0,3,Active
CONT100101,8615.83,8494.506666666666,8374.04,0.0,0.0,0.0,0.0,3,Active
CONT100102,90131.86,89640.23333333334,89394.42,1838.94,612.98,3.0,1.0,3,Active
CONT100103,61531.07,61190.035,60849.0,0.0,0.0,0.0,0.0,2,Active
CONT100104,66773.88,66516.68,66259.48,0.0,0.0,0.0,0.0,2,Active
CONT100105,18518.05,18342.546666666665,18165.96,0.0,0.0,0.0,0.0,3,Active
CONT100106,98240.21,97877.21,97151.21,0.0,0.0,0.0,0.0,3,Active
CONT100107,12292.15,12050.909999999998,11810.69,0.0,0.0,0.0,0.0,3,Active
CONT100108,44443.33,44197.0,43950.67,0.0,0.0,0.0,0.0,2,Active
CONT100109,19693.32,19427.48,19163.87,0.0,0.0,0.0,0.0,3,Active
CONT100110,53190.95,52653.10666666667,52121.71,0.0,0.0,0.0,0.0,3,Active
CONT100111,7383.73,7310.915,7238.1,0.0,0.0,0.0,0.0,2,Active
CONT100112,37709.26,37279.11666666667,36852.29,0.0,0.0,0.0,0.0,3,Active
CONT100113,74644.78,73793.31666666667,72948.42,0.0,0.0,0.0,0.0,3,Active
CONT100114,33965.16,33965.16,33965.16,0.0,0.0,0.0,0.0,1,Active
CONT100115,105799.79,104427.3325,103043.19,0.0,0.0,0.0,0.0,4,Active
CONT100116,6230.55,6105.5025000000005,5978.94,0.0,0.0,0.0,0.0,4,Active
CONT100117,97343.63,96968.685,96593.74,0.0,0.0,0.0,0.0,2,Active
CONT100118,36918.64,36292.0325,35660.09,0.0,0.0,0.0,0.0,4,Active
CONT100119,24719.58,24445.0275,24167.43,0.0,0.0,0.0,0.0,4,Active
CONT100120,41154.0,40620.1375,40081.74,0.0,0.0,0.0,0.0,4,Active
CONT100121,11028.65,10454.835,9874.7,0.0,0.0,0.0,0.0,4,Active
CONT100122,69621.59,68884.24333333333,68143.26,0.0,0.0,0.0,0.0,3,Active
CONT100123,52653.76,52450.95,52248.14,0.0,0.0,0.0,0.0,2,Active
CONT100124,23703.12,23594.97,23486.82,0.0,0.0,0.0,0.0,2,Active
CONT100125,53443.73,52976.05333333334,52513.67,0.0,0.0,0.0,0.0,3,Active
CONT100126,44441.22,43753.943333333336,43069.82,0.0,0.0,0.0,0.0,3,Active
CONT100127,10353.18,10304.42,10255.66,0.0,0.0,0.0,0.0,2,Active
CONT100128,46840.63,46462.97,46090.88,0.0,0.0,0.0,0.0,3,Active
CONT100129,74374.68,74060.16666666667,73902.91,1863.47,621.1566666666666,31.0,10.333333333333334,3,Active
CONT100130,57997.77,57367.95,56988.82,1032.43,258.1075,27.0,6.75,4,Active
CONT100131,17228.7,17150.095,17071.49,0.0,0.0,0.0,0.0,2,Active
CONT100132,7453.43,7220.955,6985.91,0.0,0.0,0.0,0.0,4,Active
CONT100133,4993.67,4993.67,4993.67,0.0,0.0,0.0,0.0,1,Active
CONT100134,49293.32,48346.8225,47387.71,0.0,0.0,0.0,0.0,4,Active
CONT100135,54820.49,53789.66166666666,52736.06,0.0,0.0,0.0,0.0,6,Active
CONT100136,86518.52,84626.26833333333,82701.95,0.0,0.0,0.0,0.0,6,Active
CONT100137,25461.17,25178.3825,24892.45,0.0,0.0,0.0,0.0,4,Active
CONT100138,5441.95,5070.056666666666,4502.95,528.98,127.54166666666667,50.0,11.5,6,Active
CONT100139,49366.94,49093.33,48819.72,0.0,0.0,0.0,0.0,2,Active
CONT100140,62848.77,62500.435,62152.1,0.0,0.0,0.0,0.0,2,Active
CONT100141,74158.73,72854.108,71545.18,0.0,0.0,0.0,0.0,5,Active
CONT100142,25678.36,25536.04,25393.72,0.0,0.0,0.0,0.0,2,Active
CONT100143,14119.98,13958.916666666666,13799.09,0.0,0.0,0.0,0.0,3,Active
CONT100144,36407.92,35174.12333333333,33915.59,0.0,0.0,0.0,0.0,6,Active
CONT100145,67515.8,66039.16166666667,64537.49,0.0,0.0,0.0,0.0,6,Active
CONT100146,37898.48,37069.59333333333,36226.66,0.0,0.0,0.0,0.0,6,Active
CONT100147,17328.44,17040.421666666665,16788.18,301.1,95.42833333333334,4.0,1.3333333333333333,6,Active
CONT100148,7886.94,7834.42,7781.9,0.0,0.0,0.0,0.0,2,Active
CONT100149,38180.54,37745.01666666667,37312.85,0.0,0.0,0.0,0.0,3,Active
CONT100150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT100151,59069.82,58067.25,57056.15,0.0,0.0,0.0,0.0,4,Active
CONT100152,8615.83,8522.313333333334,8503.61,557.0,138.85833333333332,53.0,12.666666666666666,6,Active
CONT100153,37025.91,36376.09666666667,35710.43,0.0,0.0,0.0,0.0,6,Active
CONT100154,19843.94,19311.925,18772.94,631.32,281.05,28.0,13.833333333333334,6,Active
CONT100155,17255.45,17063.933333333334,17025.63,2153.6,875.6550000000001,94.0,31.833333333333332,6,NonAccrual
CONT100156,18134.07,17810.821666666667,17380.54,423.77,136.07500000000002,7.0,2.1666666666666665,6,Active
CONT100157,10943.28,10578.338333333333,10164.2,132.97,22.161666666666665,1.0,0.16666666666666666,6,Active
CONT100158,19500.87,18889.668333333335,18270.55,0.0,0.0,0.0,0.0,6,Active
CONT100159,81612.52,79827.56166666666,78012.36,0.0,0.0,0.0,0.0,6,Active
CONT100160,36736.01,35914.105,35078.26,0.0,0.0,0.0,0.0,6,Active
CONT100161,24689.57,24433.995,24382.88,0.0,0.0,0.0,0.0,6,Active
CONT100162,4848.56,4518.633333333333,4180.77,0.0,0.0,0.0,0.0,6,Active
CONT100163,2590.32,2161.653333333333,1594.77,366.4,79.875,57.0,14.0,6,Active
CONT100164,5840.7,5840.7,5840.7,2067.76,1033.6666666666667,134.0,60.333333333333336,6,NonAccrual
CONT100165,12118.05,11723.173333333332,11260.26,370.22,61.70333333333334,15.0,2.5,6,Active
CONT100166,4857.54,4548.955,4188.96,228.16,38.026666666666664,6.0,1.0,6,Active
CONT100167,9683.49,9550.631666666666,9524.06,1350.39,543.385,105.0,39.166666666666664,6,NonAccrual
CONT100168,6183.47,5973.541666666667,5758.5,0.0,0.0,0.0,0.0,6,Active
CONT100169,69416.37,68515.8875,67607.74,0.0,0.0,0.0,0.0,4,Active
CONT100170,9823.87,9823.87,9823.87,0.0,0.0,0.0,0.0,1,Active
CONT100171,11800.91,11401.021666666667,10992.19,0.0,0.0,0.0,0.0,6,Active
CONT100172,36918.64,36714.020000000004,36509.4,0.0,0.0,0.0,0.0,2,Active
CONT100173,42664.78,42664.78,42664.78,4547.29,2317.085,126.0,53.666666666666664,6,NonAccrual
CONT100174,17801.99,17241.278333333332,16335.8,1290.88,664.0883333333334,49.0,27.166666666666668,6,Active
CONT100175,10732.38,10338.846666666666,10231.37,0.0,0.0,0.0,0.0,6,Active
CONT100176,17228.7,17063.72,16901.1,0.0,0.0,0.0,0.0,3,Active
CONT100177,3662.39,3554.7316666666666,3533.2,0.0,0.0,0.0,0.0,6,Active
CONT100178,65911.58,65911.58,65911.58,6979.7,3438.2566666666667,135.0,61.166666666666664,6,NonAccrual
CONT100179,12157.05,12037.165,11917.28,0.0,0.0,0.0,0.0,2,Active
CONT100180,11356.91,10324.405,9266.89,0.0,0.0,0.0,0.0,6,Active
CONT100181,54235.24,53049.041666666664,51842.77,0.0,0.0,0.0,0.0,6,Active
CONT100182,25808.3,25276.576666666664,25008.51,0.0,0.0,0.0,0.0,6,Active
CONT100183,8416.25,8416.25,8416.25,1684.45,826.665,144.0,68.66666666666667,6,NonAccrual
CONT100184,12325.32,11941.241666666667,11546.07,0.0,0.0,0.0,0.0,6,Active
CONT100185,7280.14,7058.46,6858.34,172.38,50.964999999999996,35.0,10.166666666666666,6,Active
CONT100186,54222.65,52113.55833333333,49972.61,0.0,0.0,0.0,0.0,6,Active
CONT100187,13724.38,13280.873333333335,12824.57,0.0,0.0,0.0,0.0,6,Active
CONT100188,9388.28,9178.385,8881.15,556.27,224.91666666666666,34.0,8.5,6,Active
CONT100189,9718.66,9377.521666666666,9028.09,0.0,0.0,0.0,0.0,6,Active
CONT100191,39494.3,39001.6175,38504.41,0.0,0.0,0.0,0.0,4,Active
CONT100192,36769.92,36076.926666666666,35392.29,28.14,6.448333333333333,26.0,5.0,6,Active
CONT100193,9706.85,9437.446666666667,9301.52,0.0,0.0,0.0,0.0,6,Active
CONT100194,69585.86,68662.90000000001,68355.22,971.42,161.90333333333334,27.0,4.5,6,Active
CONT100195,15800.75,15268.480000000001,14722.06,0.0,0.0,0.0,0.0,6,Active
CONT100196,67880.84,65530.311428571425,63597.98,0.0,0.0,0.0,0.0,7,Active
CONT100197,30281.48,29774.75,29524.5,351.35,50.19285714285714,2.0,0.2857142857142857,7,Active
CONT100198,24639.86,24289.978,23939.55,0.0,0.0,0.0,0.0,5,Active
CONT100199,53879.51,52618.68666666667,51443.96,0.0,0.0,0.0,0.0,6,Active
CONT100200,6169.24,5728.688571428572,5523.61,424.01,82.02,32.0,4.714285714285714,7,Active
CONT100201,13767.74,13491.435,13211.77,0.0,0.0,0.0,0.0,4,Active
CONT100202,1420.63,943.86,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT100203,84336.81,82028.385,79354.7,1833.34,305.5566666666667,7.0,1.1666666666666667,6,Active
CONT100204,1777.75,1741.0816666666667,1703.68,0.0,0.0,0.0,0.0,6,Active
CONT100205,15333.55,14795.306666666665,14243.99,0.0,0.0,0.0,0.0,6,Active
CONT100206,12118.05,11806.235,11661.03,0.0,0.0,0.0,0.0,6,Active
CONT100207,12078.71,11867.261666666665,11665.63,439.53,157.23999999999998,57.0,23.0,6,Active
CONT100208,56855.03,54886.29714285715,53267.83,0.0,0.0,0.0,0.0,7,Active
CONT100209,11782.56,11257.962857142858,11170.53,2095.69,737.3042857142857,102.0,32.0,7,NonAccrual
CONT100210,37025.91,35748.875714285714,34691.16,0.0,0.0,0.0,0.0,7,Active
CONT100211,11721.22,11249.808333333332,11091.3,1057.3,263.43833333333333,55.0,13.166666666666666,6,Active
CONT100212,44431.09,42898.64428571429,41629.38,0.0,0.0,0.0,0.0,7,Active
CONT100213,6183.47,5973.541666666667,5758.5,0.0,0.0,0.0,0.0,6,Active
CONT100214,11162.23,10538.65,10017.16,0.0,0.0,0.0,0.0,7,Active
CONT100215,29879.67,29341.13333333333,28788.84,0.0,0.0,0.0,0.0,6,Active
CONT100216,7866.96,7174.611428571428,6597.82,0.0,0.0,0.0,0.0,7,Active
CONT100217,10069.47,9715.984285714285,9657.07,0.0,0.0,0.0,0.0,7,Active
CONT100218,69115.03,67175.1,65561.88,0.0,0.0,0.0,0.0,7,Active
CONT100219,46158.1,45934.229999999996,45710.36,0.0,0.0,0.0,0.0,2,Active
CONT100220,14456.83,13993.223333333333,13523.61,0.0,0.0,0.0,0.0,6,Active
CONT100221,4888.72,4602.816666666667,4263.42,76.23,23.451666666666668,2.0,0.5,6,Active
CONT100222,26045.18,25121.489999999998,24752.36,448.28,64.03999999999999,4.0,0.5714285714285714,7,Active
CONT100223,6156.34,5942.829999999999,5729.24,0.0,0.0,0.0,0.0,3,Active
CONT100224,80338.64,79112.87428571428,78908.58,0.0,0.0,0.0,0.0,7,Active
CONT100225,8656.53,8275.071666666667,7944.57,338.05,95.08,7.0,2.3333333333333335,6,Active
CONT100226,7837.12,7032.357142857143,6255.85,832.73,371.8985714285714,50.0,23.857142857142858,7,Active
CONT100227,29620.16,28288.445714285714,27182.98,0.0,0.0,0.0,0.0,7,Active
CONT100228,4992.83,4606.56,4362.84,178.55,25.50714285714286,12.0,1.7142857142857142,7,Active
CONT100229,19179.95,18486.35857142857,17906.1,0.0,0.0,0.0,0.0,7,Active
CONT100230,44349.64,44349.64,44349.64,0.0,0.0,0.0,0.0,1,Active
CONT100231,53801.83,44117.195,0.0,1039.3,173.21666666666667,26.0,4.333333333333333,6,Closed
CONT100232,12365.53,12018.454285714284,11729.82,0.0,0.0,0.0,0.0,7,Active
CONT100233,22082.67,21653.958333333332,21218.52,0.0,0.0,0.0,0.0,6,Active
CONT100234,54911.79,54101.54,53458.48,0.0,0.0,0.0,0.0,3,Active
CONT100235,36928.04,36608.82666666667,36411.32,0.0,0.0,0.0,0.0,6,Active
CONT100236,122361.92,117886.05857142857,115745.23,2598.71,1345.9328571428573,16.0,3.857142857142857,7,Active
CONT100237,12169.21,11742.027142857143,11670.83,834.56,170.82571428571427,54.0,11.0,7,Active
CONT100238,24639.86,24320.225,23997.87,0.0,0.0,0.0,0.0,4,Active
CONT100239,12281.59,11293.762857142856,10463.42,0.0,0.0,0.0,0.0,7,Active
CONT100240,93056.18,89617.15142857142,83762.6,0.0,0.0,0.0,0.0,7,Active
CONT100241,7383.09,6788.621428571429,6288.86,0.0,0.0,0.0,0.0,7,Active
CONT100242,32030.29,32030.29,32030.29,0.0,0.0,0.0,0.0,1,Active
CONT100243,38359.91,36821.15,35538.15,0.0,0.0,0.0,0.0,7,Active
CONT100244,74158.73,71600.97,69482.46,0.0,0.0,0.0,0.0,7,Active
CONT100245,38665.18,37199.1875,35871.7,0.0,0.0,0.0,0.0,8,Active
CONT100246,93978.05,90567.53125,87189.52,2307.85,341.995,4.0,1.0,8,Active
CONT100247,22247.62,21581.734285714283,21028.53,0.0,0.0,0.0,0.0,7,Active
CONT100248,99459.37,97234.11833333333,94971.16,0.0,0.0,0.0,0.0,6,Active
CONT100249,29620.73,29014.48125,28336.74,1975.43,1210.6475,100.0,51.625,8,NonAccrual
CONT100250,51169.52,49229.051250000004,47472.19,0.0,0.0,0.0,0.0,8,Active
CONT100251,5861.66,5689.284285714285,5546.03,0.0,0.0,0.0,0.0,7,Active
CONT100252,56538.1,41927.398571428566,35719.51,0.0,0.0,0.0,0.0,7,Active
CONT100253,7555.29,6993.08125,6416.79,509.21,183.76,32.0,6.125,8,Active
CONT100254,11077.49,10320.1075,9790.53,0.0,0.0,0.0,0.0,8,Active
CONT100255,12046.31,11447.32142857143,11306.4,1902.81,677.5657142857143,116.0,39.857142857142854,7,NonAccrual
CONT100256,24674.33,23862.4775,23122.86,0.0,0.0,0.0,0.0,8,Active
CONT100257,8627.74,8479.517142857143,8276.51,1089.68,682.5257142857143,104.0,62.42857142857143,7,NonAccrual
CONT100258,20517.26,20171.38875,20078.71,2315.69,797.59625,127.0,40.875,8,NonAccrual
CONT100259,91504.95,89318.16428571429,88583.96,0.0,0.0,0.0,0.0,7,Active
CONT100260,25469.52,20696.346666666668,0.0,0.0,0.0,0.0,0.0,6,Closed
CONT100261,13539.16,12985.18875,12798.8,1578.26,456.12750000000005,105.0,29.375,8,NonAccrual
CONT100262,59661.08,57595.18285714286,55896.83,0.0,0.0,0.0,0.0,7,Active
CONT100263,71562.51,71562.51,71562.51,0.0,0.0,0.0,0.0,1,Active
CONT100264,44515.92,43054.2975,41721.43,0.0,0.0,0.0,0.0,8,Active
CONT100265,13650.83,13263.194,12872.1,0.0,0.0,0.0,0.0,5,Active
CONT100266,29580.49,28531.32625,28049.94,0.0,0.0,0.0,0.0,8,Active
CONT100267,74193.2,71833.145,70134.51,0.0,0.0,0.0,0.0,8,Active
CONT100268,69887.74,67477.28428571428,65480.8,0.0,0.0,0.0,0.0,7,Active
CONT100269,12341.97,12032.366250000001,11896.62,979.72,244.5575,70.0,14.625,8,Active
CONT100270,12344.78,11583.85375,10889.64,0.0,0.0,0.0,0.0,8,Active
CONT100271,25139.51,24417.32125,23417.47,1289.47,709.4275,56.0,34.375,8,Active
CONT100272,29627.48,28008.35,26514.23,0.0,0.0,0.0,0.0,8,Active
CONT100273,14780.12,14086.855,13699.48,0.0,0.0,0.0,0.0,8,Active
CONT100274,108522.46,108485.215,108447.97,853.18,426.59,1.0,0.5,2,Active
CONT100275,9834.09,9305.911428571428,8863.17,0.0,0.0,0.0,0.0,7,Active
CONT100276,10995.83,8897.564285714287,7127.76,0.0,0.0,0.0,0.0,7,Active
CONT100277,22426.0,21571.347142857143,20708.02,0.0,0.0,0.0,0.0,7,Active
CONT100278,8604.5,7970.05,7678.87,0.0,0.0,0.0,0.0,8,Active
CONT100279,37898.48,27858.365714285716,3831.18,1293.22,633.157142857143,53.0,24.857142857142858,7,Active
CONT100280,69553.53,68102.80833333333,67047.48,0.0,0.0,0.0,0.0,6,Active
CONT100281,38454.63,36550.29,34825.35,0.0,0.0,0.0,0.0,8,Active
CONT100282,26288.39,25291.745,24389.21,0.0,0.0,0.0,0.0,8,Active
CONT100283,20394.02,19291.885000000002,18300.23,0.0,0.0,0.0,0.0,8,Active
CONT100284,26894.63,25511.09,24262.3,0.0,0.0,0.0,0.0,8,Active
CONT100285,108822.42,102189.15714285713,96672.29,0.0,0.0,0.0,0.0,7,Active
CONT100286,15119.91,14935.881428571429,14905.21,1924.27,684.7299999999999,92.0,26.571428571428573,7,NonAccrual
CONT100287,14769.99,14175.942857142858,13953.25,1284.17,387.28000000000003,71.0,23.0,7,Active
CONT100288,21862.6,20859.34,20188.11,339.6,80.25428571428571,2.0,0.7142857142857143,7,Active
CONT100289,29620.73,28501.45125,27485.65,0.0,0.0,0.0,0.0,8,Active
CONT100290,87180.77,84827.07857142857,84026.61,0.0,0.0,0.0,0.0,7,Active
CONT100291,83483.17,77873.50875,72787.64,0.0,0.0,0.0,0.0,8,Active
CONT100292,31547.48,29426.035,27504.81,0.0,0.0,0.0,0.0,8,Active
CONT100293,38966.24,37247.72125,35678.34,0.0,0.0,0.0,0.0,8,Active
CONT100294,34176.39,33411.73333333333,32634.14,0.0,0.0,0.0,0.0,6,Active
CONT100295,52424.13,50442.9475,48644.6,0.0,0.0,0.0,0.0,8,Active
CONT100296,10006.66,9513.0975,9283.7,124.74,15.5925,14.0,1.75,8,Active
CONT100297,3107.01,2055.52875,1096.79,0.0,0.0,0.0,0.0,8,Active
CONT100298,7464.48,7165.052857142858,6915.38,0.0,0.0,0.0,0.0,7,Active
CONT100299,88429.78,84718.08444444445,81179.18,0.0,0.0,0.0,0.0,9,Active
CONT100300,57435.45,55199.52,54618.55,612.33,68.03666666666668,4.0,0.4444444444444444,9,Active
CONT100301,123447.83,115924.15142857144,109665.67,0.0,0.0,0.0,0.0,7,Active
CONT100302,4152.8,3683.05625,3251.93,0.0,0.0,0.0,0.0,8,Active
CONT100303,93934.4,91678.49250000001,90639.13,1600.47,530.08875,21.0,7.75,8,Active
CONT100304,20943.89,20085.514444444445,19226.8,407.92,45.324444444444445,2.0,0.2222222222222222,9,Active
CONT100305,9823.87,8950.43625,8148.96,0.0,0.0,0.0,0.0,8,Active
CONT100306,7367.9,6735.307777777778,6413.39,0.0,0.0,0.0,0.0,9,Active
CONT100307,19717.33,18423.76222222222,17171.89,0.0,0.0,0.0,0.0,9,Active
CONT100308,62541.62,57896.031111111115,53456.76,0.0,0.0,0.0,0.0,9,Active
CONT100309,9833.72,9120.224999999999,8810.55,1143.56,281.04375,63.0,12.0,8,Active
CONT100310,62831.65,60664.55857142858,58869.64,0.0,0.0,0.0,0.0,7,Active
CONT100311,51935.24,50974.3925,49657.84,3329.66,2310.94,68.0,46.625,8,NonAccrual
CONT100312,49583.12,47704.08125,46002.16,0.0,0.0,0.0,0.0,8,Active
CONT100313,86558.73,83277.72375,80305.98,0.0,0.0,0.0,0.0,8,Active
CONT100314,10847.69,8959.11,7151.44,0.0,0.0,0.0,0.0,9,Active
CONT100315,6161.31,5603.271111111111,5345.25,1622.95,587.1355555555556,128.0,42.333333333333336,9,NonAccrual
CONT100316,24719.58,24284.708000000002,23848.39,0.0,0.0,0.0,0.0,5,Active
CONT100317,67808.28,66106.54,67156.83,0.0,0.0,0.0,0.0,8,Active
CONT100318,17311.75,16740.396249999998,16223.75,0.0,0.0,0.0,0.0,8,Active
CONT100319,11156.2,10822.644285714287,10545.39,0.0,0.0,0.0,0.0,7,Active
CONT100320,48534.58,46886.81,45198.99,0.0,0.0,0.0,0.0,6,Active
CONT100321,31779.41,30445.73333333333,29174.02,0.0,0.0,0.0,0.0,9,Active
CONT100322,74879.72,71736.55555555556,68739.86,0.0,0.0,0.0,0.0,9,Active
CONT100323,14735.8,13389.092222222222,12482.84,877.94,154.61555555555555,38.0,5.0,9,Active
CONT100324,9823.87,9201.8575,8992.73,0.0,0.0,0.0,0.0,8,Active
CONT100325,11046.8,9677.443333333335,9113.83,0.0,0.0,0.0,0.0,9,Active
CONT100326,12018.15,10603.99875,9985.93,0.0,0.0,0.0,0.0,8,Active
CONT100327,17282.7,16233.027142857143,15362.37,0.0,0.0,0.0,0.0,7,Active
CONT100328,29677.28,28662.244444444445,27684.85,0.0,0.0,0.0,0.0,9,Active
CONT100329,29749.87,28836.5775,27999.88,0.0,0.0,0.0,0.0,8,Active
CONT100330,45428.77,43804.72222222222,42981.24,0.0,0.0,0.0,0.0,9,Active
CONT100331,38092.87,36699.354999999996,35359.74,390.97,48.87125,27.0,3.375,8,Active
CONT100332,12317.05,11744.283333333333,11191.54,0.0,0.0,0.0,0.0,9,Active
CONT100333,6896.18,6282.43875,5719.98,0.0,0.0,0.0,0.0,8,Active
CONT100334,29580.49,29297.24,29018.03,0.0,0.0,0.0,0.0,3,Active
CONT100335,18463.89,18379.66,18295.43,0.0,0.0,0.0,0.0,2,Active
CONT100336,49293.32,40153.33714285714,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT100337,55781.01,53615.02777777778,51541.48,0.0,0.0,0.0,0.0,9,Active
CONT100338,11028.65,9201.137777777778,7429.12,0.0,0.0,0.0,0.0,9,Active
CONT100339,12267.55,11059.252222222223,9889.12,0.0,0.0,0.0,0.0,9,Active
CONT100340,82909.47,79439.78444444445,76135.78,0.0,0.0,0.0,0.0,9,Active
CONT100341,56855.03,54469.27111111111,52192.68,0.0,0.0,0.0,0.0,9,Active
CONT100342,29620.16,24004.343333333334,0.0,0.0,0.0,0.0,0.0,6,Closed
CONT100343,13276.01,12558.931111111111,12163.09,360.42,47.80222222222223,13.0,2.888888888888889,9,Active
CONT100344,22154.98,20810.553333333333,19501.15,0.0,0.0,0.0,0.0,9,Active
CONT100345,17597.66,16779.632222222222,15989.31,0.0,0.0,0.0,0.0,9,Active
CONT100346,6156.34,5136.308888888889,4147.17,0.0,0.0,0.0,0.0,9,Active
CONT100347,20980.96,20048.296666666665,19080.77,585.25,77.12333333333333,25.0,5.555555555555555,9,Active
CONT100348,34623.49,33274.28555555556,32103.87,670.62,177.5511111111111,5.0,1.5555555555555556,9,Active
CONT100349,74158.73,71346.77375,68800.66,0.0,0.0,0.0,0.0,8,Active
CONT100350,4983.96,4359.877777777778,3754.87,0.0,0.0,0.0,0.0,9,Active
CONT100351,7998.36,7851.337777777777,7733.72,0.0,0.0,0.0,0.0,9,Active
CONT100352,41962.7,40451.066666666666,39666.33,2156.23,419.0677777777778,88.0,19.0,9,Active
CONT100353,12359.79,11841.28888888889,11346.75,0.0,0.0,0.0,0.0,9,Active
CONT100354,24683.94,23777.03,22903.35,364.74,45.5925,8.0,1.0,8,Active
CONT100355,9739.39,9283.69125,8786.52,0.0,0.0,0.0,0.0,8,Active
CONT100356,54156.62,43428.62666666667,0.0,0.0,0.0,0.0,0.0,6,Closed
CONT100357,38506.21,38292.79,38079.37,0.0,0.0,0.0,0.0,2,Active
CONT100358,48914.51,45265.66111111111,41787.22,0.0,0.0,0.0,0.0,9,Active
CONT100359,39494.3,37998.1025,36642.86,0.0,0.0,0.0,0.0,8,Active
CONT100360,34556.86,32797.207777777774,31117.7,0.0,0.0,0.0,0.0,9,Active
CONT100361,30877.66,29506.10125,28913.39,711.0,88.875,6.0,0.75,8,Active
CONT100362,36969.99,34485.1025,32232.73,0.0,0.0,0.0,0.0,8,Active
CONT100363,74193.2,71316.20000000001,69520.3,0.0,0.0,0.0,0.0,9,Active
CONT100364,4975.71,4151.318888888889,3351.86,0.0,0.0,0.0,0.0,9,Active
CONT100365,37187.34,36044.955,34998.92,0.0,0.0,0.0,0.0,8,Active
CONT100366,28181.76,27210.06375,26373.97,0.0,0.0,0.0,0.0,8,Active
CONT100367,9810.74,9646.8,9482.86,0.0,0.0,0.0,0.0,2,Active
CONT100368,58500.94,56046.468888888885,53705.65,0.0,0.0,0.0,0.0,9,Active
CONT100369,9819.18,9819.18,9819.18,0.0,0.0,0.0,0.0,1,Active
CONT100370,28309.14,28095.04,27880.94,0.0,0.0,0.0,0.0,2,Active
CONT100371,12366.94,11650.768888888888,11286.21,0.0,0.0,0.0,0.0,9,Active
CONT100372,34557.51,33583.37333333333,33310.55,1720.45,282.55111111111114,32.0,3.6666666666666665,9,Active
CONT100373,24763.89,22911.537,21055.55,0.0,0.0,0.0,0.0,10,Active
CONT100374,7357.7,5621.416666666667,3943.63,0.0,0.0,0.0,0.0,9,Active
CONT100375,72956.65,69528.598,66263.87,1554.4,312.052,2.0,0.5,10,Active
CONT100376,24719.58,23682.57222222222,22693.51,0.0,0.0,0.0,0.0,9,Active
CONT100377,49439.16,47565.22625,45867.95,0.0,0.0,0.0,0.0,8,Active
CONT100378,19720.52,18459.564444444448,17472.83,627.69,69.74333333333334,17.0,1.8888888888888888,9,Active
CONT100379,5691.86,4821.86,4272.97,639.34,108.12,58.0,9.444444444444445,9,Active
CONT100380,8595.9,7829.602222222222,7128.3,540.68,111.9688888888889,32.0,3.888888888888889,9,Active
CONT100381,24650.41,23501.362222222222,22918.83,0.0,0.0,0.0,0.0,9,Active
CONT100382,10614.09,10168.777777777777,9744.08,0.0,0.0,0.0,0.0,9,Active
CONT100383,10639.65,9672.368333333334,8681.64,0.0,0.0,0.0,0.0,6,Active
CONT100384,103696.18,95994.93666666666,88634.94,0.0,0.0,0.0,0.0,9,Active
CONT100385,64616.01,62247.611,58459.04,2352.31,806.9639999999999,37.0,12.7,10,Active
CONT100386,42953.95,41620.57555555555,40764.17,0.0,0.0,0.0,0.0,9,Active
CONT100387,11062.93,10380.521111111111,10151.0,2020.91,634.0577777777778,147.0,47.44444444444444,9,NonAccrual
CONT100388,12947.01,12486.33375,12054.75,48.75,9.93,23.0,5.625,8,Active
CONT100389,24731.07,24516.91714285714,24149.85,2885.02,1536.6571428571428,148.0,78.85714285714286,7,NonAccrual
CONT100390,23224.88,22462.8825,21767.48,0.0,0.0,0.0,0.0,8,Active
