Application_ID,Application_Date,Loan_Approval_Status,Age_at_Application,Marital_Status,Gender,Own_Rent_Home,Occupation_Professional_Category,Type_of_Business_Industry_of_Employment,Employment_Status,Time_at_Current_Employment_(Months),Number_of_Dependents,Loan_Purpose,Monthly_Income,Government_Employee,Marital_Status_Missing,Own_Rent_Home_Missing,Type_of_Business_Missing,Number_of_Dependents_Missing,Monthly_Income_Capped,Monthly_Income_Log,Employment_Time_Capped,Employment_Stability_Score,Age_Bin,Has_Dependents
C302107461,,Approved,54.0,Married,Male,Own,Professional,Civil Service,Full-Time,395.0,3.0,Other,6573.7,False,0,0,0,0,6573.7,8.790984228628579,395.0,0,Senior,1
C302107462,,Approved,28.0,Other,Male,Family,Clerical Support Worker,Other,Contract,93.0,1.0,Home Improvement,1499.45,False,0,0,0,0,1499.45,7.3135203420993,93.0,0,Emerging,1
C302107463,,Approved,47.0,Unmarried,Female,Own,Professional,Civil Service,Full-Time,47.0,1.0,Home Improvement,4270.25,True,0,0,0,0,4270.25,8.359661803429502,47.0,0,Established,1
C302107464,,Approved,34.0,Unmarried,Female,Family,Officer,Civil Service,Full-Time,132.0,1.0,Debt Consolidation,3716.71,True,0,0,0,0,3716.71,8.220863166315162,132.0,0,Emerging,1
C302107465,,Approved,44.0,Unmarried,Female,Rent,Service and Sales Worker,Manufacturing,Full-Time,53.0,0.0,Other,1300.69,False,0,0,0,0,1300.69,7.171418699181248,53.0,0,Established,0
C302107466,,Approved,24.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,37.0,1.0,Other,3149.86,True,0,0,0,0,3149.86,8.055430710430644,37.0,0,Young,1
C302107467,,Approved,26.0,Unmarried,Male,Family,Clerical Support Worker,Other,Full-Time,88.0,0.0,Debt Consolidation,2708.57,True,0,0,0,0,2708.57,7.904545229697362,88.0,0,Emerging,0
C302107468,,Approved,35.0,Married,Female,Family,Employee,Other,Contract,15.0,1.0,Debt Consolidation,1612.19,False,0,0,0,0,1612.19,7.38596886412059,15.0,0,Established,1
C302107469,2017-10-22,Approved,23.0,Unmarried,Male,Family,Clerical Support Worker,Business Process Outsourcing,Full-Time,13.0,0.0,Debt Consolidation,2539.82,False,0,0,0,0,2539.82,7.84024214255836,13.0,0,Young,0
C302107470,2018-03-28,Customer Cancellation,33.0,Unmarried,Female,Family,Officer,Financial,Full-Time,42.0,1.0,Debt Consolidation,3766.9,False,0,0,0,0,3766.9,8.234273096065948,42.0,0,Emerging,1
C302107471,2018-07-25,Customer Cancellation,47.0,Married,Male,Own,Armed Forces Occupation,Civil Service,Full-Time,160.0,2.0,Debt Consolidation,3719.68,True,0,0,0,0,3719.68,8.221661726261019,160.0,0,Established,1
C302107472,2017-12-05,Customer Cancellation,57.0,Married,Female,Own,Professional,Other,Full-Time,122.0,1.0,Other,3835.02,True,0,0,0,0,3835.02,8.252190649754075,122.0,0,Senior,1
C302107473,,Unknown,34.0,Unmarried,Male,Family,Professional,Civil Service,Full-Time,165.0,0.0,Debt Consolidation,9416.45,True,0,0,0,0,9416.45,9.150319630287434,165.0,0,Emerging,0
C302107474,2018-07-11,Customer Cancellation,37.0,Married,Female,Family,Service and Sales Worker,Tourism,Full-Time,108.0,1.0,Other,1317.7,False,0,1,0,1,1317.7,7.184401681813653,108.0,0,Established,1
C302107475,2016-01-17,Customer Cancellation,44.0,Unmarried,Male,Own,Semi-Professional,Unknown,Full-Time,14.0,2.0,Other,1411.26,False,0,0,1,0,1411.26,7.252946537079576,14.0,0,Established,1
C302107476,,Customer Cancellation,20.0,Unmarried,Male,Rent,Officer,Tourism,Full-Time,26.0,0.0,Other,1453.69,False,0,0,0,0,1453.69,7.2825480984861795,26.0,0,Young,0
C302107477,2018-05-15,Customer Cancellation,25.0,Unmarried,Female,Family,Clerical Support Worker,Financial,Full-Time,36.0,0.0,Debt Consolidation,4165.37,False,0,0,0,0,4165.37,8.334800432087443,36.0,0,Emerging,0
C302107478,2018-05-14,Customer Cancellation,47.0,Married,Male,Family,Officer,Private Security Services,Full-Time,259.0,2.0,Debt Consolidation,2909.5,False,0,0,0,0,2909.5,7.97608016671179,259.0,0,Established,1
C302107479,2017-09-01,Customer Cancellation,40.0,Married,Female,Own,Officer,Financial,Full-Time,76.0,2.0,Education,5930.67,False,0,0,0,0,5930.67,8.688061071231632,76.0,0,Established,1
C302107480,2018-11-26,Customer Cancellation,21.0,Other,Male,Family,Officer,Private Security Services,Contract,18.0,0.0,Other,981.37,False,0,0,0,0,981.37,6.889968019467316,18.0,0,Young,0
C302107481,,Customer Cancellation,30.0,Unmarried,Male,Family,Employee,Mining & Quarrying,Contract,40.0,1.0,Other,2486.26,False,0,0,0,0,2486.26,7.81893698196596,40.0,0,Emerging,1
C302107482,2018-08-22,Customer Cancellation,31.0,Unmarried,Female,Own,Officer,Civil Service,Full-Time,99.0,1.0,Debt Consolidation,3763.05,True,0,0,0,0,3763.05,8.233250784357743,99.0,0,Emerging,1
C302107483,2017-11-23,Unknown,28.0,Unmarried,Female,Family,Service and Sales Worker,Business Process Outsourcing,Full-Time,25.0,1.0,Other,1195.58,False,0,0,0,0,1195.58,7.087222766793185,25.0,0,Emerging,1
C302107484,2018-06-04,Approved,26.0,Unmarried,Male,Family,Professional,Civil Service,Full-Time,68.0,1.0,Debt Consolidation,3050.59,True,0,0,0,0,3050.59,8.023418045241247,68.0,0,Emerging,1
C302107485,2018-03-26,Customer Cancellation,30.0,Unmarried,Male,Family,Clerical Support Worker,Financial,Contract,134.0,1.0,Debt Consolidation,3766.9,False,0,0,0,0,3766.9,8.234273096065948,134.0,0,Emerging,1
C302107486,2018-02-24,Customer Cancellation,38.0,Unmarried,Female,Rent,Professional,Education,Full-Time,102.0,0.0,Debt Consolidation,11635.0,False,0,0,0,0,11635.0,9.361859019615093,102.0,0,Established,0
C302107487,2016-01-06,Customer Cancellation,42.0,Married,Male,Family,Employee,Unknown,Full-Time,13.0,1.0,Debt Consolidation,1924.51,True,0,0,1,0,1924.51,7.562946146697723,13.0,0,Established,1
C302107488,2018-05-13,Customer Cancellation,26.0,Unmarried,Male,Family,Professional,Civil Service,Full-Time,67.0,1.0,Other,3050.59,True,0,0,0,0,3050.59,8.023418045241247,67.0,0,Emerging,1
C302107489,2016-01-16,Decline,31.0,Unmarried,Female,Family,Semi-Professional,Science & Technology,Full-Time,122.0,1.0,Other,1266.12,False,0,0,0,1,1266.12,7.144501887754164,122.0,0,Emerging,1
C302107490,2018-07-05,Customer Cancellation,41.0,Divorced,Male,Own,Blue Collar,Civil Service,Full-Time,132.0,3.0,Home Improvement,4873.99,True,0,0,0,0,4873.99,8.491873332147792,132.0,0,Established,1
C302107491,2018-09-24,Customer Cancellation,59.0,Married,Female,Own,Clerical Support Worker,Construction & Installation,Full-Time,108.0,0.0,Debt Consolidation,1641.27,False,0,0,0,0,1641.27,7.4038347101121875,108.0,0,Senior,0
C302107492,2018-06-14,Customer Cancellation,31.0,Unmarried,Female,Family,Clerical Support Worker,Financial,Full-Time,24.0,1.0,Debt Consolidation,1856.19,False,0,0,0,0,1856.19,7.526819871681561,24.0,0,Emerging,1
C302107493,2018-05-30,Customer Cancellation,32.0,Unmarried,Female,Family,Clerical Support Worker,Other,Full-Time,45.0,0.0,Debt Consolidation,1764.85,True,0,0,0,0,1764.85,7.4763874398441486,45.0,0,Emerging,0
C302107494,,Customer Cancellation,27.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,31.0,1.0,Debt Consolidation,3196.08,True,0,0,0,1,3196.08,8.069993172206253,31.0,0,Emerging,1
C302107495,2018-05-23,Customer Cancellation,34.0,Unmarried,Female,Family,Officer,Civil Service,Full-Time,121.0,1.0,Debt Consolidation,4625.66,True,0,0,0,0,4625.66,8.439590504469457,121.0,0,Emerging,1
C302107496,,Customer Cancellation,39.0,Married,Female,Own,Officer,Civil Service,Full-Time,200.0,3.0,Debt Consolidation,3859.04,True,0,0,0,0,3859.04,8.258432825099485,200.0,0,Established,1
C302107497,2016-02-25,Customer Cancellation,33.0,Unmarried,Female,Rent,Professional,Financial,Full-Time,148.0,1.0,Debt Consolidation,2822.51,False,0,0,0,0,2822.51,7.945736070810179,148.0,0,Emerging,1
C302107498,2018-06-05,Approved,59.0,Unmarried,Female,Family,Professional,Education,Full-Time,178.0,0.0,Debt Consolidation,3245.57,False,0,0,0,0,3245.57,8.085354333397902,178.0,0,Senior,0
C302107499,2018-08-05,Customer Cancellation,30.0,Unmarried,Female,Family,Semi-Professional,Business Process Outsourcing,Full-Time,34.0,1.0,Debt Consolidation,6742.84,False,0,0,0,0,6742.84,8.816384774607846,34.0,0,Emerging,1
C302107500,2015-09-19,Decline,28.0,Unmarried,Female,Rent,Professional,Unknown,Full-Time,9.0,1.0,Debt Consolidation,1618.97,Unknown,0,0,1,0,1618.97,7.390162909536441,9.0,0,Emerging,1
C302107501,,Customer Cancellation,29.0,Unmarried,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,105.0,1.0,Debt Consolidation,1916.87,True,1,1,0,1,1916.87,7.558970474209895,105.0,0,Emerging,1
C302107502,2018-07-25,Customer Cancellation,29.0,Unmarried,Male,Family,Clerical Support Worker,Civil Service,Full-Time,34.0,0.0,Debt Consolidation,1185.29,True,0,0,0,0,1185.29,7.078586069060593,34.0,0,Emerging,0
C302107503,,Customer Cancellation,35.0,Unmarried,Female,Family,Clerical Support Worker,Other,Full-Time,55.0,0.0,Debt Consolidation,3699.47,True,0,0,0,0,3699.47,8.216215117592093,55.0,0,Established,0
C302107504,2018-04-04,Approved,31.0,Unmarried,Male,Family,Clerical Support Worker,Financial,Full-Time,174.0,0.0,Debt Consolidation,4547.99,False,0,0,0,0,4547.99,8.42266050928225,174.0,0,Emerging,0
C302107505,2018-11-13,Approved,26.0,Unmarried,Female,Family,Clerical Support Worker,Other,Full-Time,36.0,0.0,Debt Consolidation,2989.02,False,0,0,0,0,2989.02,8.003035355325572,36.0,0,Emerging,0
C302107506,2018-03-25,Decline,33.0,Married,Female,Other,Clerical Support Worker,Financial,Full-Time,17.0,1.0,Debt Consolidation,2344.67,False,0,0,0,0,2344.67,7.76032635435754,17.0,0,Emerging,1
C302107507,2017-11-12,Customer Cancellation,54.0,Divorced,Male,Rent,Clerical Support Worker,Civil Service,Full-Time,343.0,1.0,Debt Consolidation,4807.67,False,0,0,0,0,4807.67,8.478175817588115,343.0,0,Senior,1
C302107508,,Approved,45.0,Married,Male,Rent,Clerical Support Worker,Transportation & Communication,Contract,29.0,3.0,Debt Consolidation,2344.67,False,0,0,0,0,2344.67,7.76032635435754,29.0,0,Established,1
C302107509,2017-05-17,Customer Cancellation,31.0,Unmarried,Male,Own,Employee,Financial,Full-Time,137.0,1.0,Debt Consolidation,7797.45,False,0,0,0,0,7797.45,8.961680274981937,137.0,0,Emerging,1
C302107510,2017-07-13,Customer Cancellation,31.0,Unmarried,Female,Own,Employee,Tourism,Full-Time,28.0,1.0,Debt Consolidation,3076.38,False,0,0,0,0,3076.38,8.031833864609503,28.0,0,Emerging,1
C302107511,2018-09-03,Customer Cancellation,36.0,Unmarried,Female,Family,Officer,Civil Service,Full-Time,192.0,0.0,Debt Consolidation,5851.75,True,0,0,0,0,5851.75,8.674666915240428,192.0,0,Established,0
C302107512,2018-01-14,Customer Cancellation,51.0,Married,Male,Family,Officer,Other,Full-Time,30.0,0.0,Debt Consolidation,1992.97,False,0,0,0,0,1992.97,7.597882905273198,30.0,0,Senior,0
C302107513,2018-10-18,Approved,39.0,Unmarried,Female,Own,Officer,Other,Full-Time,88.0,2.0,Debt Consolidation,12644.9,False,0,0,0,0,12644.9,9.445088330948513,88.0,0,Established,1
C302107514,2017-12-30,Approved,32.0,Unmarried,Female,Rent,Officer,Other,Full-Time,60.0,1.0,Debt Consolidation,4230.79,False,0,0,0,1,4230.79,8.35038035037876,60.0,0,Emerging,1
C302107515,2016-02-08,Customer Cancellation,30.0,Unmarried,Male,Family,Professional,Other,Full-Time,13.0,0.0,Debt Consolidation,6972.02,False,0,0,0,0,6972.02,8.849803695422834,13.0,0,Emerging,0
C302107516,,Customer Cancellation,36.0,Unmarried,Female,Family,Professional,Other,Full-Time,108.0,0.0,Debt Consolidation,3478.87,True,0,0,0,0,3478.87,8.154750215748916,108.0,0,Established,0
C302107517,2015-10-27,Customer Cancellation,44.0,Unmarried,Female,Own,Professional,Private Security Services,Contract,111.0,0.0,Debt Consolidation,1472.92,Unknown,0,0,0,0,1472.92,7.295680797192266,111.0,0,Established,0
C302107518,2018-05-24,Unknown,32.0,Unmarried,Male,Rent,Professional,Transportation & Communication,Full-Time,108.0,1.0,Debt Consolidation,4277.54,False,0,0,0,0,4277.54,8.361367108885343,108.0,0,Emerging,1
C302107519,2017-10-22,Customer Cancellation,30.0,Married,Female,Family,Service and Sales Worker,Unknown,Full-Time,93.0,1.0,Debt Consolidation,5388.52,False,0,0,0,0,5388.52,8.592211606134178,93.0,0,Emerging,1
C302107520,2017-08-09,Customer Cancellation,34.0,Married,Male,Other,Armed Forces Occupation,Civil Service,Full-Time,180.0,0.0,Debt Consolidation,4408.59,True,0,0,0,0,4408.59,8.391536993597322,180.0,0,Emerging,0
C302107521,2018-04-10,Customer Cancellation,42.0,Married,Female,Own,Blue Collar,Civil Service,Full-Time,121.0,6.0,Debt Consolidation,2048.03,True,0,0,0,0,2048.03,7.625121789420151,121.0,0,Established,1
C302107522,2018-10-25,Customer Cancellation,30.0,Unmarried,Male,Family,Clerical Support Worker,Transportation & Communication,Full-Time,25.0,1.0,Debt Consolidation,2133.65,False,0,0,0,0,2133.65,7.666057977797778,25.0,0,Emerging,1
C302107523,,Customer Cancellation,34.0,Married,Female,Family,Elementary Occupation,Civil Service,Full-Time,24.0,1.0,Debt Consolidation,3601.78,True,0,0,0,0,3601.78,8.189461048656254,24.0,0,Emerging,1
C302107524,2018-07-03,Customer Cancellation,37.0,Unmarried,Male,Rent,Officer,Civil Service,Full-Time,74.0,1.0,Debt Consolidation,3193.76,True,0,0,0,0,3193.76,8.069267246619292,74.0,0,Established,1
C302107525,,Customer Cancellation,42.0,Married,Male,Own,Professional,Civil Service,Full-Time,278.0,2.0,Debt Consolidation,12548.23,True,0,0,0,0,12548.23,9.437414588095987,278.0,0,Established,1
C302107526,2018-01-22,Customer Cancellation,40.0,Married,Female,Rent,Professional,Unknown,Full-Time,31.0,1.0,Debt Consolidation,14962.55,False,0,0,1,1,14962.55,9.613372522842644,31.0,0,Established,1
C302107527,2018-08-31,Customer Cancellation,25.0,Unmarried,Male,Family,Clerical Support Worker,Tourism,Full-Time,19.0,1.0,Debt Consolidation,2650.41,False,0,1,0,1,2650.41,7.882846852950003,19.0,0,Emerging,1
C302107528,2018-10-11,Customer Cancellation,39.0,Married,Female,Own,Semi-Professional,Civil Service,Full-Time,210.0,1.0,Debt Consolidation,5691.51,True,0,0,0,0,5691.51,8.64690655463376,210.0,0,Established,1
C302107529,2018-02-25,Unknown,47.0,Married,Female,Own,Service and Sales Worker,Manufacturing,Full-Time,81.0,2.0,Debt Consolidation,1645.1,False,0,0,0,0,1645.1,7.406164132733039,81.0,0,Established,1
C302107530,2018-12-27,Customer Cancellation,31.0,Unmarried,Male,Family,Officer,Civil Service,Contract,37.0,0.0,Debt Consolidation,3146.48,False,0,0,0,0,3146.48,8.05435741164891,37.0,0,Emerging,0
C302107531,2017-07-10,Customer Cancellation,34.0,Unmarried,Male,Own,Officer,Private Security Services,Full-Time,123.0,4.0,Debt Consolidation,2043.4,False,0,0,0,0,2043.4,7.622859626894124,123.0,0,Emerging,1
C302107532,2018-08-16,Customer Cancellation,48.0,Unmarried,Male,Own,Officer,Civil Service,Full-Time,361.0,0.0,Debt Consolidation,16627.39,False,0,0,0,0,16627.39,9.718866754511719,361.0,0,Established,0
C302107533,2018-10-06,Customer Cancellation,31.0,Unmarried,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,92.0,0.0,Debt Consolidation,4730.77,False,0,0,0,0,4730.77,8.462054618676092,92.0,0,Emerging,0
C302107534,2018-09-24,Customer Cancellation,31.0,Unmarried,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,92.0,0.0,Debt Consolidation,4773.19,True,0,0,0,0,4773.19,8.470979605017586,92.0,0,Emerging,0
C302107535,,Customer Cancellation,27.0,Unmarried,Male,Family,Clerical Support Worker,Unknown,Full-Time,11.0,0.0,Education,2813.6,False,0,0,1,0,2813.6,7.942575434562467,11.0,0,Emerging,0
C302107536,2017-11-15,Customer Cancellation,22.0,Unmarried,Male,Family,Clerical Support Worker,Unknown,Contract,16.0,0.0,Education,2052.41,False,0,0,1,0,2052.41,7.62725710482476,16.0,0,Young,0
C302107537,2017-10-09,Approved,23.0,Unmarried,Female,Own,Clerical Support Worker,Other,Full-Time,12.0,0.0,Education,1514.26,False,0,0,0,0,1514.26,7.323342320380645,12.0,0,Young,0
C302107538,2018-08-02,Customer Cancellation,40.0,Married,Female,Own,Semi-Professional,Unknown,Contract,12.0,2.0,Education,1172.33,False,0,0,1,0,1172.33,7.067601139010907,12.0,0,Established,1
C302107539,2018-06-27,Customer Cancellation,36.0,Married,Male,Own,Blue Collar,Other,Full-Time,22.0,0.0,Home Improvement,1477.14,False,0,0,0,0,1477.14,7.29853981962035,22.0,0,Established,0
C302107540,2017-10-03,Decline,48.0,Married,Male,Own,Clerical Support Worker,Unknown,Full-Time,60.0,4.0,Home Improvement,1016.02,False,0,0,1,0,1016.02,6.924632061538575,60.0,0,Established,1
C302107541,2018-05-09,Customer Cancellation,33.0,Unmarried,Female,Family,Clerical Support Worker,Unknown,Full-Time,24.0,2.0,Home Improvement,803.05,False,0,0,1,0,803.05,6.689661456300033,24.0,0,Emerging,1
C302107542,2018-01-07,Customer Cancellation,26.0,Unmarried,Male,Family,Officer,Private Security Services,Full-Time,18.0,1.0,Home Improvement,1724.67,False,0,0,0,0,1724.67,7.453370659852555,18.0,0,Emerging,1
C302107543,2018-09-16,Customer Cancellation,32.0,Unmarried,Male,Family,Professional,Construction & Installation,Contract,56.0,1.0,Home Improvement,6373.58,False,0,0,0,0,6373.58,8.760073485503348,56.0,0,Emerging,1
C302107544,2018-06-19,Customer Cancellation,30.0,Unmarried,Male,Family,Service and Sales Worker,Retailing,Contract,84.0,0.0,Home Improvement,1479.33,False,0,0,0,0,1479.33,7.300020314876354,84.0,0,Emerging,0
C302107545,,Customer Cancellation,32.0,Unmarried,Female,Rent,Service and Sales Worker,Unknown,Full-Time,76.0,1.0,Home Improvement,3884.83,True,0,0,0,0,3884.83,8.265091882197142,76.0,0,Emerging,1
C302107546,2017-04-25,Customer Cancellation,40.0,Unmarried,Female,Family,Employee,Private Security Services,Full-Time,18.0,2.0,Home Improvement,1376.96,False,0,0,0,0,1376.96,7.228359423576098,18.0,0,Established,1
C302107547,2017-04-12,Customer Cancellation,29.0,Unmarried,Female,Family,Officer,Other,Full-Time,13.0,1.0,Home Improvement,1095.43,False,0,0,0,0,1095.43,6.999814726330832,13.0,0,Emerging,1
C302107548,2017-07-05,Customer Cancellation,24.0,Unmarried,Male,Rent,Officer,Private Security Services,Full-Time,13.0,0.0,Home Improvement,2530.19,False,0,0,0,0,2530.19,7.836444826870208,13.0,0,Young,0
C302107549,,Customer Cancellation,44.0,Unmarried,Male,Family,Professional,Agriculture,Full-Time,11.0,0.0,Home Improvement,5158.26,False,0,0,0,0,5158.26,8.548548437338575,11.0,0,Established,0
C302107550,2018-08-28,Decline,32.0,Unmarried,Female,Family,Blue Collar,Construction & Installation,Contract,108.0,1.0,Other,2540.05,False,0,0,0,0,2540.05,7.840332660418973,108.0,0,Emerging,1
C302107551,2018-08-05,Decline,32.0,Unmarried,Male,Family,Employee,Construction & Installation,Contract,108.0,1.0,Other,2540.05,False,0,0,0,0,2540.05,7.840332660418973,108.0,0,Emerging,1
C302107552,,Customer Cancellation,31.0,Married,Male,Own,Armed Forces Occupation,Civil Service,Full-Time,113.0,1.0,Other,4450.91,True,0,0,0,1,4450.91,8.401088496557673,113.0,0,Emerging,1
C302107553,2018-09-25,Customer Cancellation,23.0,Unmarried,Male,Family,Clerical Support Worker,Other,Full-Time,23.0,0.0,Other,1551.87,False,0,0,0,0,1551.87,7.347860110694478,23.0,0,Young,0
C302107554,2017-07-03,Customer Cancellation,27.0,Unmarried,Male,Family,Employee,Unknown,Contract,11.0,0.0,Other,2133.65,False,0,0,1,0,2133.65,7.666057977797778,11.0,0,Emerging,0
C302107555,2017-11-14,Customer Cancellation,22.0,Unmarried,Female,Family,Employee,Business Process Outsourcing,Full-Time,12.0,1.0,Other,1483.39,False,0,0,0,1,1483.39,7.302759192435106,12.0,0,Young,1
C302107556,2017-05-22,Customer Cancellation,31.0,Unmarried,Male,Family,Employee,Financial,Full-Time,123.0,0.0,Other,5899.32,False,0,0,0,0,5899.32,8.682761865711157,123.0,0,Emerging,0
C302107557,2016-02-22,Customer Cancellation,45.0,Married,Male,Own,Employee,Private Security Services,Contract,154.0,1.0,Other,2332.15,False,0,0,0,0,2332.15,7.754974564853873,154.0,0,Established,1
C302107558,2018-05-14,Customer Cancellation,25.0,Unmarried,Female,Rent,Employee,Food & Beverage Services,Full-Time,53.0,1.0,Other,896.13,False,0,0,0,0,896.13,6.799200779094047,53.0,0,Emerging,1
C302107559,2017-09-14,Approved,28.0,Unmarried,Female,Family,Officer,Unknown,Full-Time,40.0,1.0,Other,1229.17,False,0,0,1,0,1229.17,7.114907650198264,40.0,0,Emerging,1
C302107560,2015-11-04,Decline,29.0,Unmarried,Male,Family,Officer,Unknown,Full-Time,44.0,0.0,Other,1445.52,True,0,0,1,0,1445.52,7.276915950798309,44.0,0,Emerging,0
C302107561,2017-05-22,Customer Cancellation,30.0,Married,Male,Family,Professional,"Energy, Electricity & Water",Full-Time,134.0,1.0,Other,4061.93,True,0,0,0,0,4061.93,8.30965966719053,134.0,0,Emerging,1
C302107562,2018-02-05,Approved,43.0,Unmarried,Female,Family,Professional,Education,Full-Time,132.0,2.0,Other,3209.45,True,0,0,0,0,3209.45,8.074166393214682,132.0,0,Established,1
C302107563,2018-05-02,Customer Cancellation,28.0,Unmarried,Male,Family,Professional,Professional & Other Services,Unknown,8.0,1.0,Other,4237.66,False,0,0,0,1,4237.66,8.352002460539705,8.0,0,Emerging,1
C302107564,2018-01-09,Approved,25.0,Unmarried,Female,Family,Professional,Financial,Contract,16.0,0.0,Other,16574.06,False,0,0,0,0,16574.06,9.715654434957013,16.0,0,Emerging,0
C302107565,2018-12-30,Customer Cancellation,25.0,Unmarried,Female,Family,Professional,Tourism,Full-Time,5.0,0.0,Other,2326.63,False,0,0,0,0,2326.63,7.752605861511966,5.0,0,Emerging,0
C302107566,2017-12-31,Customer Cancellation,43.0,Married,Male,Own,Professional,Civil Service,Full-Time,172.0,2.0,Other,10482.21,True,0,0,0,0,10482.21,9.25753020868539,172.0,0,Established,1
C302107567,2015-08-31,Customer Cancellation,33.0,Unmarried,Male,Own,Professional,Financial,Full-Time,210.0,1.0,Other,4211.4,Unknown,0,0,0,0,4211.4,8.345787835506442,210.0,0,Emerging,1
C302107568,2017-05-24,Customer Cancellation,32.0,Unmarried,Male,Family,Self Employed,Science & Technology,Contract,59.0,1.0,Other,4336.31,False,0,0,0,0,4336.31,8.375009619261107,59.0,0,Emerging,1
C302107569,2018-03-03,Decline,33.0,Unmarried,Male,Family,Service and Sales Worker,Clubs & Associations,Contract,12.0,1.0,Other,2110.2,False,0,0,0,1,2110.2,7.655011785189114,12.0,0,Emerging,1
C302107570,,Customer Cancellation,30.0,Married,Male,Family,Technician and Associate Professional,Transportation & Communication,Full-Time,25.0,1.0,Other,8844.05,False,0,0,0,1,8844.05,9.087613259489157,25.0,0,Emerging,1
C302107571,,Customer Cancellation,28.0,Unmarried,Male,Family,Officer,Distribution,Full-Time,57.0,1.0,Other,5127.21,False,0,0,0,0,5127.21,8.542511949400076,57.0,0,Emerging,1
C302107572,2018-01-28,Customer Cancellation,39.0,Married,Male,Family,Professional,Unknown,Full-Time,86.0,3.0,Other,8852.9,False,0,0,1,0,8852.9,9.088613318898059,86.0,0,Established,1
C302107573,2015-08-24,Decline,32.0,Unmarried,Female,Family,Professional,Civil Service,Unknown,1.0,0.0,Other,2796.21,Unknown,0,0,0,0,2796.21,7.936377770826896,1.0,0,Emerging,0
C302107574,2017-12-11,Approved,36.0,Married,Male,Family,Officer,Financial,Full-Time,40.0,0.0,Vacation,1953.89,False,0,0,0,0,1953.89,7.578089204851821,40.0,0,Established,0
C302107575,2017-08-17,Customer Cancellation,35.0,Unmarried,Female,Own,Semi-Professional,Professional & Other Services,Full-Time,108.0,3.0,Unknown,2579.13,False,0,0,0,0,2579.13,7.85559506424315,108.0,0,Established,1
C302107576,2015-10-04,Decline,52.0,Married,Female,Own,Professional,Unknown,Full-Time,96.0,1.0,Education,3535.1,Unknown,0,0,1,1,3535.1,8.170779703900633,96.0,0,Senior,1
C302107577,2018-11-12,Customer Cancellation,46.0,Divorced,Female,Own,Service and Sales Worker,Tourism,Full-Time,138.0,1.0,Debt Consolidation,2185.42,False,0,0,0,0,2185.42,7.690020782029027,138.0,0,Established,1
C302107578,2018-12-16,Customer Cancellation,34.0,Unmarried,Male,Family,Professional,Education,Contract,49.0,0.0,Other,3165.3,True,0,0,0,0,3165.3,8.060318992742719,49.0,0,Emerging,0
C302107579,2018-05-01,Approved,43.0,Married,Female,Own,Professional,Education,Full-Time,204.0,3.0,Other,4626.01,True,0,0,0,0,4626.01,8.439666150132242,204.0,0,Established,1
C302107580,2018-09-13,Customer Cancellation,40.0,Unmarried,Female,Rent,Officer,Other,Full-Time,108.0,2.0,Debt Consolidation,1660.8,False,0,0,0,0,1660.8,7.41565663123088,108.0,0,Established,1
C302107581,,Unknown,25.0,Unmarried,Male,Family,Officer,Manufacturing,Full-Time,38.0,0.0,Debt Consolidation,1368.11,False,0,0,0,0,1368.11,7.221916172681402,38.0,0,Emerging,0
C302107582,2018-02-21,Customer Cancellation,27.0,Married,Female,Family,Clerical Support Worker,Financial,Full-Time,60.0,1.0,Debt Consolidation,4165.37,False,0,0,0,0,4165.37,8.334800432087443,60.0,0,Emerging,1
C302107583,2018-08-05,Customer Cancellation,38.0,Unmarried,Female,Family,Officer,Transportation & Communication,Full-Time,78.0,0.0,Debt Consolidation,7034.0,False,0,0,0,0,7034.0,8.858652969548489,78.0,0,Established,0
C302107584,2017-06-14,Customer Cancellation,27.0,Married,Female,Family,Professional,Financial,Full-Time,60.0,1.0,Debt Consolidation,4165.37,False,0,0,0,0,4165.37,8.334800432087443,60.0,0,Emerging,1
C302107585,2016-02-28,Customer Cancellation,30.0,Married,Female,Rent,Employee,Financial,Full-Time,106.0,2.0,Debt Consolidation,3742.47,False,0,0,0,0,3742.47,8.227768267747884,106.0,0,Emerging,1
C302107586,2017-04-26,Customer Cancellation,34.0,Unmarried,Female,Family,Officer,Private Security Services,Contract,23.0,2.0,Debt Consolidation,1612.19,False,0,0,0,0,1612.19,7.38596886412059,23.0,0,Emerging,1
C302107587,2018-10-15,Customer Cancellation,30.0,Unmarried,Female,Family,Armed Forces Occupation,Civil Service,Part-Time,22.0,1.0,Home Improvement,3074.39,True,0,0,0,0,3074.39,8.031187001466758,22.0,0,Emerging,1
C302107588,,Unknown,41.0,Unmarried,Male,Own,Professional,Financial,Full-Time,180.0,1.0,Other,11274.78,False,0,0,0,0,11274.78,9.330412341578967,180.0,0,Established,1
C302107589,2018-09-12,Customer Cancellation,42.0,Unmarried,Male,Family,Employee,Education,Full-Time,228.0,1.0,Debt Consolidation,1537.19,False,0,0,0,0,1537.19,7.338361679496633,228.0,0,Established,1
