Application_ID,Application_Date,Loan_Approval_Status,Age_at_Application,Marital_Status,Gender,Own_Rent_Home,Occupation_Professional_Category,Type_of_Business_Industry_of_Employment,Employment_Status,Time_at_Current_Employment_(Months),Number_of_Dependents,Loan_Purpose,Monthly_Income,Government_Employee,Marital_Status_Missing,Own_Rent_Home_Missing,Type_of_Business_Missing,Number_of_Dependents_Missing,Monthly_Income_Capped,Monthly_Income_Log,Employment_Time_Capped,Employment_Stability_Score,Age_Bin,Has_Dependents
C302103032,2018-02-12,Approved,33.0,Unmarried,Male,Family,Clerical Support Worker,Retailing,Full-Time,159.0,1.0,Debt Consolidation,1345.42,False,0,0,0,0,1345.42,7.20520449719289,159.0,0,Emerging,1
C302103033,2018-02-12,Approved,37.0,Unmarried,Female,Family,Employee,Other,Full-Time,155.0,0.0,Home Improvement,2264.94,False,0,0,0,0,2264.94,7.7257449628614,155.0,0,Established,0
C302103034,2018-02-07,Approved,33.0,Unmarried,Male,Own,Service and Sales Worker,Manufacturing,Contract,68.0,2.0,Home Improvement,1477.54,False,0,0,0,0,1477.54,7.298810393373642,68.0,0,Emerging,1
C302103035,2018-02-12,Approved,29.0,Unmarried,Female,Family,Semi-Professional,Unknown,Full-Time,117.0,1.0,Other,1438.69,False,0,0,1,0,1438.69,7.272183091616681,117.0,0,Emerging,1
C302103036,2018-02-06,Approved,52.0,Unmarried,Male,Family,Clerical Support Worker,Private Security Services,Contract,120.0,1.0,Debt Consolidation,2957.94,False,0,0,0,0,2957.94,7.9925863750739765,120.0,0,Senior,1
C302103037,2018-02-05,Approved,24.0,Unmarried,Female,Rent,Service and Sales Worker,Unknown,Full-Time,120.0,0.0,Other,2022.27,False,0,0,1,0,2022.27,7.61247029341283,120.0,0,Young,0
C302103038,2018-02-04,Approved,29.0,Unmarried,Male,Family,Craft and Related Trades Worker,Environment & Sustainable Dev.,Full-Time,18.0,0.0,Home Improvement,6130.83,False,0,0,0,0,6130.83,8.721248516189268,18.0,0,Emerging,0
C302103039,2018-01-18,Approved,43.0,Unmarried,Male,Family,Clerical Support Worker,Private Security Services,Contract,33.0,0.0,Debt Consolidation,2206.69,False,0,0,0,0,2206.69,7.699701998989462,33.0,0,Established,0
C302103040,2018-01-25,Approved,27.0,Unmarried,Female,Family,Professional,Tourism,Full-Time,16.0,1.0,Home Improvement,1301.23,False,0,0,0,0,1301.23,7.171833458473193,16.0,0,Emerging,1
C302103041,2018-02-08,Approved,30.0,Unmarried,Female,Family,Professional,Financial,Full-Time,39.0,0.0,Debt Consolidation,3803.99,False,0,0,0,0,3803.99,8.244068642171438,39.0,0,Emerging,0
C302103042,2018-02-06,Approved,43.0,Divorced,Male,Family,Officer,Private Security Services,Contract,85.0,1.0,Debt Consolidation,2130.94,False,0,0,0,0,2130.94,7.664787642300607,85.0,0,Established,1
C302103043,2018-02-08,Approved,34.0,Unmarried,Male,Family,Professional,Education,Full-Time,137.0,0.0,Debt Consolidation,3933.39,True,0,0,0,0,3933.39,8.277511129775087,137.0,0,Emerging,0
C302103044,2018-02-12,Approved,26.0,Unmarried,Female,Other,Clerical Support Worker,Transportation & Communication,Full-Time,96.0,0.0,Debt Consolidation,2302.56,False,0,0,0,0,2302.56,7.742211031356042,96.0,0,Emerging,0
C302103045,2018-02-11,Approved,35.0,Married,Male,Family,Employee,Micro & Small Enterprise,Full-Time,122.0,1.0,Other,2966.49,False,0,0,0,0,2966.49,7.995471756638212,122.0,0,Established,1
C302103046,2018-02-08,Approved,40.0,Married,Female,Family,Clerical Support Worker,Transportation & Communication,Full-Time,241.0,2.0,Debt Consolidation,2449.97,True,0,0,0,0,2449.97,7.804239143551123,241.0,0,Established,1
C302103047,2018-02-07,Approved,48.0,Married,Male,Family,Employee,Civil Service,Full-Time,209.0,2.0,Other,2060.02,True,0,0,0,0,2060.02,7.630956284870546,209.0,0,Established,1
C302103048,2018-02-11,Approved,33.0,Married,Female,Own,Professional,Unknown,Full-Time,17.0,1.0,Debt Consolidation,3654.88,False,0,0,1,0,3654.88,8.20409210927825,17.0,0,Emerging,1
C302103049,2018-02-14,Approved,31.0,Unmarried,Female,Own,Officer,Tourism,Full-Time,22.0,1.0,Debt Consolidation,1500.59,False,0,0,0,0,1500.59,7.314279825686991,22.0,0,Emerging,1
C302103050,2018-01-04,Approved,23.0,Unmarried,Male,Family,Clerical Support Worker,Business Process Outsourcing,Full-Time,17.0,0.0,Other,1293.65,False,0,0,0,0,1293.65,7.165995667333776,17.0,0,Young,0
C302103051,2018-02-01,Approved,49.0,Unmarried,Male,Family,Employee,Transportation & Communication,Contract,45.0,0.0,Debt Consolidation,1548.5,False,0,0,0,0,1548.5,7.345687577227802,45.0,0,Established,0
C302103052,2018-02-14,Approved,50.0,Married,Female,Own,Employee,Education,Full-Time,56.0,2.0,Other,5050.78,True,0,0,0,0,5050.78,8.527495935412123,56.0,0,Senior,1
C302103053,2018-02-13,Approved,53.0,Unmarried,Female,Own,Officer,Private Security Services,Contract,255.0,0.0,Debt Consolidation,1748.11,False,0,0,0,0,1748.11,7.466862366122676,255.0,0,Senior,0
C302103054,2018-02-11,Approved,39.0,Married,Female,Own,Professional,Private Security Services,Full-Time,34.0,4.0,Debt Consolidation,2062.51,False,0,0,0,0,2062.51,7.632163695316101,34.0,0,Established,1
C302103055,2018-02-13,Approved,21.0,Unmarried,Male,Family,Clerical Support Worker,Unknown,Full-Time,16.0,0.0,Home Improvement,1172.33,False,0,0,1,0,1172.33,7.067601139010907,16.0,0,Young,0
C302103056,2018-01-10,Approved,31.0,Unmarried,Male,Family,Blue Collar,Private Security Services,Contract,13.0,0.0,Other,2092.19,False,0,0,0,0,2092.19,7.646444497112285,13.0,0,Emerging,0
C302103057,2018-02-11,Approved,34.0,Married,Female,Family,Professional,Other,Full-Time,36.0,1.0,Home Improvement,1600.23,False,0,0,0,0,1600.23,7.378527362890941,36.0,0,Emerging,1
C302103058,2018-02-08,Approved,44.0,Unmarried,Female,Family,Elementary Occupation,Micro & Small Enterprise,Full-Time,3.0,1.0,Other,703.4,False,0,0,0,0,703.4,6.557346376622051,3.0,0,Established,1
C302103059,2018-02-14,Approved,26.0,Unmarried,Male,Family,Officer,Unknown,Full-Time,67.0,0.0,Home Improvement,4547.99,False,0,0,0,0,4547.99,8.42266050928225,67.0,0,Emerging,0
C302103060,2018-02-18,Approved,30.0,Unmarried,Male,Family,Clerical Support Worker,Financial,Full-Time,97.0,1.0,Debt Consolidation,4702.52,False,0,0,0,0,4702.52,8.456066443555617,97.0,0,Emerging,1
C302103061,2018-02-12,Approved,28.0,Married,Female,Family,Armed Forces Occupation,Unknown,Full-Time,53.0,1.0,Debt Consolidation,3896.3,False,0,0,1,0,3896.3,8.268039284669797,53.0,0,Emerging,1
C302103062,2018-02-12,Approved,32.0,Married,Female,Family,Clerical Support Worker,Professional & Other Services,Full-Time,55.0,2.0,Medical,1172.33,False,0,0,0,0,1172.33,7.067601139010907,55.0,0,Emerging,1
C302103063,2018-02-15,Approved,27.0,Unmarried,Male,Own,Elementary Occupation,Tourism,Full-Time,86.0,1.0,Debt Consolidation,1924.97,False,0,0,0,0,1924.97,7.5631850159127705,86.0,0,Emerging,1
C302103064,2018-02-14,Approved,26.0,Unmarried,Male,Family,Employee,Tourism,Contract,14.0,1.0,Debt Consolidation,1328.26,False,0,0,0,0,1328.26,7.192377675395457,14.0,0,Emerging,1
C302103065,2018-01-29,Approved,46.0,Married,Female,Own,Service and Sales Worker,Retailing,Full-Time,201.0,1.0,Debt Consolidation,3009.0,False,0,0,0,0,3009.0,8.00969535774292,201.0,0,Established,1
C302103066,2018-02-18,Approved,27.0,Unmarried,Male,Family,Officer,Other,Contract,8.0,0.0,Other,2151.93,False,0,0,0,0,2151.93,7.674584984062936,8.0,0,Emerging,0
C302103067,2018-02-12,Approved,37.0,Married,Female,Family,Professional,Education,Full-Time,180.0,1.0,Home Improvement,3897.24,True,0,0,0,0,3897.24,8.268280448208065,180.0,0,Established,1
C302103068,2018-02-15,Approved,28.0,Unmarried,Female,Family,Clerical Support Worker,Financial,Full-Time,35.0,0.0,Home Improvement,2649.47,False,0,0,0,0,2649.47,7.882492261744676,35.0,0,Emerging,0
C302103069,2018-02-11,Approved,31.0,Unmarried,Female,Family,Technician and Associate Professional,Civil Service,Full-Time,77.0,0.0,Debt Consolidation,5632.83,True,0,0,0,0,5632.83,8.636544774037162,77.0,0,Emerging,0
C302103070,2018-02-15,Approved,44.0,Married,Male,Own,Blue Collar,Mining & Quarrying,Full-Time,96.0,2.0,Other,3620.46,False,0,0,0,0,3620.46,8.194632538427344,96.0,0,Established,1
C302103071,2018-02-15,Approved,30.0,Unmarried,Female,Family,Officer,Retailing,Contract,57.0,1.0,Debt Consolidation,1066.82,False,0,0,0,0,1066.82,6.973374465989949,57.0,0,Emerging,1
C302103072,2018-02-15,Approved,32.0,Unmarried,Male,Family,Employee,Private Security Services,Contract,30.0,1.0,Other,3305.2,False,0,0,0,0,3305.2,8.103554772618912,30.0,0,Emerging,1
C302103073,2018-02-19,Approved,35.0,Unmarried,Male,Family,Service and Sales Worker,Unknown,Full-Time,212.0,0.0,Other,1453.69,False,0,0,1,0,1453.69,7.2825480984861795,212.0,0,Established,0
C302103074,2018-02-15,Approved,23.0,Unmarried,Male,Family,Blue Collar,Private Security Services,Contract,36.0,0.0,Home Improvement,1209.57,False,0,0,0,0,1209.57,7.09884660205025,36.0,0,Young,0
C302103075,2018-02-06,Approved,30.0,Unmarried,Male,Family,Employee,Tourism,Full-Time,22.0,2.0,Home Improvement,1661.33,False,0,0,0,0,1661.33,7.415975511662447,22.0,0,Emerging,1
C302103076,2018-02-15,Approved,49.0,Married,Female,Own,Service and Sales Worker,Retailing,Full-Time,275.0,0.0,Debt Consolidation,1241.99,False,0,0,0,0,1241.99,7.125275046426056,275.0,0,Established,0
C302103077,2018-02-07,Approved,39.0,Married,Male,Family,Professional,Unknown,Full-Time,86.0,3.0,Other,8852.9,False,0,0,1,0,8852.9,9.088613318898059,86.0,0,Established,1
C302103078,2018-02-14,Approved,29.0,Unmarried,Male,Family,Employee,Financial,Full-Time,87.0,0.0,Other,4547.99,False,0,0,0,0,4547.99,8.42266050928225,87.0,0,Emerging,0
C302103079,2018-02-19,Approved,32.0,Unmarried,Male,Rent,Officer,Private Security Services,Full-Time,52.0,2.0,Other,2317.31,False,0,0,0,0,2317.31,7.748593750937131,52.0,0,Emerging,1
C302103080,2018-02-19,Approved,28.0,Unmarried,Male,Rent,Professional,Education,Full-Time,15.0,0.0,Vacation,1185.62,False,0,0,0,0,1185.62,7.078864208561988,15.0,0,Emerging,0
C302103081,2018-02-19,Approved,28.0,Unmarried,Female,Family,Semi-Professional,Transportation & Communication,Full-Time,39.0,1.0,Home Improvement,1191.69,False,0,0,0,0,1191.69,7.083966539211418,39.0,0,Emerging,1
C302103082,2018-02-18,Approved,34.0,Unmarried,Male,Own,Employee,Unknown,Full-Time,65.0,2.0,Home Improvement,2072.99,False,0,0,1,0,2072.99,7.6372295671770765,65.0,0,Emerging,1
C302103083,2018-02-18,Approved,31.0,Married,Male,Own,Officer,Civil Service,Full-Time,97.0,0.0,Home Improvement,9190.39,True,0,0,0,0,9190.39,9.126022455272572,97.0,0,Emerging,0
C302103084,2018-02-06,Approved,21.0,Unmarried,Male,Family,Employee,Education,Full-Time,17.0,0.0,Other,1221.77,True,0,0,0,0,1221.77,7.108874055858997,17.0,0,Young,0
C302103085,2018-02-20,Approved,29.0,Unmarried,Male,Family,Service and Sales Worker,Retailing,Full-Time,17.0,0.0,Other,828.06,False,0,0,0,0,828.06,6.720292528873309,17.0,0,Emerging,0
C302103086,2018-02-20,Approved,34.0,Married,Female,Family,Service and Sales Worker,Manufacturing,Full-Time,107.0,2.0,Other,1172.33,False,0,0,0,0,1172.33,7.067601139010907,107.0,0,Emerging,1
C302103087,2018-02-19,Approved,32.0,Unmarried,Female,Family,Clerical Support Worker,Civil Service,Full-Time,134.0,0.0,Debt Consolidation,2426.22,True,0,0,0,0,2426.22,7.794501848507584,134.0,0,Emerging,0
C302103088,2018-02-12,Approved,36.0,Unmarried,Male,Own,Officer,Civil Service,Full-Time,185.0,2.0,Debt Consolidation,3550.12,True,0,0,0,0,3550.12,8.17501832566977,185.0,0,Established,1
C302103089,2018-01-25,Approved,41.0,Unmarried,Male,Family,Self Employed,Micro & Small Enterprise,Full-Time,156.0,0.0,Debt Consolidation,5222.79,False,0,0,0,0,5222.79,8.560978471067099,156.0,0,Established,0
C302103090,2018-02-19,Approved,31.0,Married,Male,Own,Armed Forces Occupation,Civil Service,Full-Time,146.0,1.0,Home Improvement,9380.71,True,0,0,0,0,9380.71,9.146517328156994,146.0,0,Emerging,1
C302103091,2018-02-18,Approved,26.0,Unmarried,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,70.0,0.0,Debt Consolidation,4126.82,False,0,0,0,0,4126.82,8.325504701559526,70.0,0,Emerging,0
C302103092,2018-02-19,Approved,27.0,Unmarried,Female,Family,Officer,Civil Service,Full-Time,44.0,0.0,Debt Consolidation,4616.07,False,0,0,0,0,4616.07,8.437515583752248,44.0,0,Emerging,0
C302103093,2018-02-15,Approved,28.0,Unmarried,Male,Family,Employee,Private Security Services,Contract,24.0,1.0,Other,1839.47,False,0,0,0,0,1839.47,7.51777625276773,24.0,0,Emerging,1
C302103094,2018-02-19,Approved,24.0,Unmarried,Male,Family,Clerical Support Worker,Financial,Contract,33.0,0.0,Debt Consolidation,2735.79,False,0,0,0,0,2735.79,7.914540979754351,33.0,0,Young,0
C302103095,2018-02-21,Approved,24.0,Unmarried,Female,Family,Officer,Tourism,Full-Time,13.0,0.0,Home Improvement,1758.5,False,0,0,0,0,1758.5,7.47278495676164,13.0,0,Young,0
C302103096,2018-02-14,Approved,33.0,Unmarried,Female,Family,Technician and Associate Professional,Other,Full-Time,74.0,0.0,Education,731.81,False,0,0,0,0,731.81,6.59688645955502,74.0,0,Emerging,0
C302103097,2018-02-19,Approved,28.0,Unmarried,Male,Family,Technician and Associate Professional,Unknown,Full-Time,17.0,0.0,Home Improvement,3128.98,False,0,0,1,0,3128.98,8.048781893737425,17.0,0,Emerging,0
C302103098,2018-02-18,Approved,30.0,Unmarried,Female,Family,Professional,Civil Service,Full-Time,116.0,0.0,Debt Consolidation,2022.25,True,0,0,0,0,2022.25,7.612460408375811,116.0,0,Emerging,0
C302103099,2018-02-20,Approved,26.0,Unmarried,Female,Family,Officer,Civil Service,Full-Time,99.0,1.0,Other,2001.19,True,0,0,0,0,2001.19,7.601996860466867,99.0,0,Emerging,1
C302103100,2018-02-20,Approved,27.0,Unmarried,Male,Family,Service and Sales Worker,Clubs & Associations,Contract,12.0,0.0,Other,1992.97,False,0,0,0,0,1992.97,7.597882905273198,12.0,0,Emerging,0
C302103101,2018-02-15,Approved,48.0,Married,Male,Own,"Skilled Agricultural, Forestry",Mining & Quarrying,Full-Time,300.0,3.0,Debt Consolidation,3128.98,False,0,0,0,0,3128.98,8.048781893737425,300.0,0,Established,1
C302103102,2018-02-21,Approved,31.0,Unmarried,Female,Family,Blue Collar,Tourism,Contract,23.0,3.0,Home Improvement,1406.8,False,0,0,0,0,1406.8,7.249783481174031,23.0,0,Emerging,1
C302103103,2018-02-14,Approved,40.0,Unmarried,Female,Own,Armed Forces Occupation,Private Security Services,Contract,32.0,0.0,Home Improvement,1438.8,False,0,0,0,0,1438.8,7.272259494035202,32.0,0,Established,0
C302103104,2018-02-20,Approved,24.0,Unmarried,Female,Family,Clerical Support Worker,Business Process Outsourcing,Full-Time,25.0,0.0,Other,1564.98,False,0,0,0,0,1564.98,7.356267105077111,25.0,0,Young,0
C302103105,2018-02-21,Approved,28.0,Other,Female,Family,Clerical Support Worker,Distribution,Full-Time,68.0,0.0,Debt Consolidation,1698.71,False,0,0,0,0,1698.71,7.438212927257185,68.0,0,Emerging,0
C302103106,2018-02-19,Approved,26.0,Unmarried,Male,Own,Blue Collar,Unknown,Full-Time,27.0,2.0,Home Improvement,1372.89,False,0,0,1,0,1372.89,7.2254014113533005,27.0,0,Emerging,1
C302103107,2018-02-21,Approved,47.0,Unmarried,Female,Own,Clerical Support Worker,Clubs & Associations,Full-Time,13.0,0.0,Debt Consolidation,1641.27,False,0,0,0,0,1641.27,7.4038347101121875,13.0,0,Established,0
C302103108,2018-02-22,Approved,40.0,Unmarried,Female,Family,Clerical Support Worker,Unknown,Full-Time,8.0,1.0,Medical,2491.44,False,0,0,1,0,2491.44,7.821017429329602,8.0,0,Established,1
C302103109,2018-02-15,Approved,48.0,Married,Male,Family,Plant and Machine Operators an,Mining & Quarrying,Contract,29.0,3.0,Other,12966.15,False,0,0,0,0,12966.15,9.470174515307997,29.0,0,Established,1
C302103110,2018-02-19,Approved,34.0,Married,Female,Rent,Clerical Support Worker,Financial,Full-Time,133.0,0.0,Home Improvement,4702.53,False,0,0,0,0,4702.53,8.456068569620644,133.0,0,Emerging,0
C302103111,2018-02-19,Approved,61.0,Married,Male,Family,Elementary Occupation,Tourism,Full-Time,93.0,2.0,Home Improvement,1463.07,False,0,0,0,0,1463.07,7.288975507585844,93.0,0,Senior,1
C302103112,2018-02-22,Approved,28.0,Married,Female,Family,Employee,Civil Service,Full-Time,23.0,1.0,Home Improvement,2001.19,True,0,0,0,0,2001.19,7.601996860466867,23.0,0,Emerging,1
C302103113,2018-02-21,Approved,52.0,Unmarried,Female,Family,Officer,Financial,Full-Time,180.0,0.0,Debt Consolidation,4165.37,False,0,0,0,0,4165.37,8.334800432087443,180.0,0,Senior,0
C302103114,2018-02-18,Approved,50.0,Married,Female,Own,Officer,Financial,Full-Time,55.0,1.0,Other,2489.47,False,0,0,0,0,2489.47,7.820226726666846,55.0,0,Senior,1
C302103115,2018-02-21,Approved,24.0,Unmarried,Female,Family,Employee,Business Process Outsourcing,Contract,29.0,0.0,Debt Consolidation,1981.24,False,0,0,0,0,1981.24,7.591982797367429,29.0,0,Young,0
C302103116,2018-02-23,Approved,24.0,Unmarried,Female,Family,Service and Sales Worker,Other,Full-Time,14.0,1.0,Home Improvement,1304.57,False,0,0,0,0,1304.57,7.174395006004669,14.0,0,Young,1
C302103117,2018-02-22,Approved,45.0,Unmarried,Male,Own,Technician and Associate Professional,Construction & Installation,Full-Time,12.0,1.0,Other,1733.77,False,0,0,0,0,1733.77,7.458630118751966,12.0,0,Established,1
C302103118,2018-02-21,Approved,57.0,Unmarried,Female,Rent,Blue Collar,Tourism,Full-Time,144.0,9.0,Education,1558.31,False,0,0,0,0,1558.31,7.351998694704374,144.0,0,Senior,1
C302103119,2018-02-22,Approved,30.0,Unmarried,Female,Family,Employee,Other,Full-Time,12.0,0.0,Home Improvement,703.4,False,0,0,0,0,703.4,6.557346376622051,12.0,0,Emerging,0
C302103120,2018-02-23,Approved,29.0,Unmarried,Female,Family,Armed Forces Occupation,Other,Contract,29.0,1.0,Home Improvement,1266.31,False,0,0,0,0,1266.31,7.144651822848332,29.0,0,Emerging,1
C302103121,2018-02-22,Approved,23.0,Unmarried,Female,Family,Officer,Private Security Services,Contract,19.0,0.0,Education,1239.2,False,0,0,0,0,1239.2,7.123027935915777,19.0,0,Young,0
C302103122,2018-02-20,Approved,25.0,Unmarried,Female,Family,Clerical Support Worker,Civil Service,Full-Time,7.0,1.0,Other,1992.97,False,0,0,0,0,1992.97,7.597882905273198,7.0,0,Emerging,1
C302103123,2018-02-25,Approved,26.0,Unmarried,Male,Family,Employee,Civil Service,Full-Time,17.0,1.0,Home Improvement,1132.36,True,0,0,0,0,1132.36,7.032941951071095,17.0,0,Emerging,1
C302103124,2018-02-22,Approved,55.0,Married,Male,Rent,Officer,Transportation & Communication,Full-Time,99.0,0.0,Debt Consolidation,10428.45,False,0,0,0,0,10428.45,9.252388814102014,99.0,0,Senior,0
C302103125,2018-02-24,Approved,24.0,Unmarried,Female,Rent,Clerical Support Worker,Business Process Outsourcing,Full-Time,19.0,1.0,Debt Consolidation,762.02,False,0,0,0,0,762.02,6.63728424326071,19.0,0,Young,1
C302103126,2018-02-22,Approved,25.0,Unmarried,Male,Family,Plant and Machine Operators an,Manufacturing,Full-Time,49.0,0.0,Debt Consolidation,960.14,False,0,0,0,0,960.14,6.868120079941447,49.0,0,Emerging,0
C302103127,2018-02-27,Approved,28.0,Unmarried,Male,Family,Plant and Machine Operators an,Tourism,Contract,71.0,1.0,Home Improvement,1823.83,False,0,0,0,0,1823.83,7.509242110992866,71.0,0,Emerging,1
C302103128,2018-02-26,Approved,22.0,Unmarried,Male,Family,Semi-Professional,Tourism,Full-Time,23.0,0.0,Other,1780.93,False,0,0,0,0,1780.93,7.4854523255532595,23.0,0,Young,0
C302103129,2018-02-21,Approved,25.0,Unmarried,Male,Family,Clerical Support Worker,Transportation & Communication,Full-Time,26.0,0.0,Home Improvement,2453.8,False,0,0,0,0,2453.8,7.805800570514942,26.0,0,Emerging,0
C302103130,2018-02-23,Approved,53.0,Married,Male,Rent,Employee,Other,Full-Time,49.0,4.0,Other,18335.29,False,0,0,0,0,17503.945400000015,9.770238714275076,49.0,0,Senior,1
C302103131,2018-02-25,Approved,30.0,Unmarried,Male,Family,Service and Sales Worker,Tourism,Full-Time,79.0,0.0,Other,1203.99,False,0,0,0,0,1203.99,7.094226547135134,79.0,0,Emerging,0
C302103132,2018-02-26,Approved,22.0,Unmarried,Male,Family,Clerical Support Worker,Food & Beverage Services,Full-Time,17.0,0.0,Education,854.87,False,0,0,0,0,854.87,6.752118495449575,17.0,0,Young,0
C302103133,2018-02-22,Approved,63.0,Divorced,Female,Own,Professional,Tourism,Full-Time,24.0,0.0,Education,12908.84,True,0,0,0,0,12908.84,9.465745090270472,24.0,0,Senior,0
C302103134,2018-01-07,Approved,32.0,Unmarried,Male,Family,Semi-Professional,Construction & Installation,Contract,24.0,1.0,Home Improvement,2117.29,False,0,0,0,0,2117.29,7.658364438412615,24.0,0,Emerging,1
C302103135,2018-02-25,Approved,40.0,Married,Female,Own,Officer,Financial,Full-Time,50.0,1.0,Debt Consolidation,9458.28,False,0,0,0,0,9458.28,9.15475154921284,50.0,0,Established,1
C302103136,2017-12-27,Approved,34.0,Unmarried,Male,Family,Officer,Private Security Services,Full-Time,39.0,1.0,Other,1371.63,False,1,0,0,1,1371.63,7.2244838865667385,39.0,0,Emerging,1
C302103137,2018-02-26,Approved,26.0,Unmarried,Male,Rent,Employee,Tourism,Full-Time,72.0,0.0,Debt Consolidation,1411.72,False,0,0,0,0,1411.72,7.253272203104869,72.0,0,Emerging,0
C302103138,2018-02-28,Approved,33.0,Other,Female,Family,Clerical Support Worker,Unknown,Full-Time,29.0,1.0,Other,1465.42,False,0,0,1,0,1465.42,7.290579335275913,29.0,0,Emerging,1
C302103139,2018-02-26,Approved,30.0,Unmarried,Female,Family,Officer,Civil Service,Full-Time,71.0,3.0,Home Improvement,1539.33,True,0,0,0,0,1539.33,7.3397519581660555,71.0,0,Emerging,1
C302103140,2018-02-22,Approved,45.0,Married,Female,Own,Officer,Micro & Small Enterprise,Full-Time,158.0,2.0,Home Improvement,6140.06,False,0,0,0,0,6140.06,8.72275264467737,158.0,0,Established,1
C302103141,2018-02-23,Approved,39.0,Unmarried,Female,Family,Technician and Associate Professional,Retailing,Full-Time,221.0,0.0,Debt Consolidation,2180.36,False,0,0,0,0,2180.36,7.687703814478624,221.0,0,Established,0
C302103142,2018-01-21,Customer Cancellation,46.0,Married,Male,Other,Professional,Private Security Services,Contract,282.0,3.0,Debt Consolidation,2050.11,False,0,0,0,0,2050.11,7.626136389008668,282.0,0,Established,1
C302103143,2018-02-22,Approved,41.0,Unmarried,Female,Own,Officer,Civil Service,Contract,127.0,1.0,Home Improvement,1450.66,False,0,0,0,0,1450.66,7.280463008185445,127.0,0,Established,1
C302103144,2018-02-28,Approved,34.0,Married,Male,Family,Officer,Other,Full-Time,145.0,0.0,Debt Consolidation,2235.17,False,0,0,0,0,2235.17,7.7125198600075,145.0,0,Emerging,0
C302103145,2018-02-22,Approved,22.0,Unmarried,Female,Family,Officer,Student,Contract,5.0,0.0,Education,3204.77,False,0,0,0,0,3204.77,8.072707590109438,5.0,0,Young,0
C302103146,2018-02-27,Approved,49.0,Unmarried,Female,Own,Service and Sales Worker,Manufacturing,Contract,75.0,0.0,Other,1982.48,False,0,0,0,0,1982.48,7.592608156717262,75.0,0,Established,0
C302103147,2018-02-25,Approved,39.0,Unmarried,Male,Family,Service and Sales Worker,Transportation & Communication,Full-Time,112.0,1.0,Debt Consolidation,1597.4,False,0,0,0,0,1597.4,7.376758407894289,112.0,0,Established,1
C302103148,2018-02-25,Approved,25.0,Unmarried,Female,Family,Employee,Tourism,Full-Time,5.0,0.0,Education,2235.25,False,0,0,0,0,2235.25,7.7125556348229285,5.0,0,Emerging,0
C302103149,2018-02-27,Approved,35.0,Married,Female,Rent,Employee,Civil Service,Full-Time,132.0,0.0,Debt Consolidation,2873.42,True,0,0,0,0,2873.42,7.96360619374894,132.0,0,Established,0
C302103150,2018-03-01,Approved,27.0,Married,Female,Family,Clerical Support Worker,Financial,Full-Time,60.0,1.0,Debt Consolidation,4165.37,False,0,0,0,0,4165.37,8.334800432087443,60.0,0,Emerging,1
C302103151,2018-02-21,Approved,27.0,Unmarried,Male,Family,Semi-Professional,Civil Service,Full-Time,79.0,1.0,Debt Consolidation,4313.59,False,0,0,0,0,4313.59,8.369757581621862,79.0,0,Emerging,1
C302103152,2018-02-27,Approved,26.0,Unmarried,Female,Family,Professional,Unknown,Contract,31.0,1.0,Other,3103.25,True,0,0,1,0,3103.25,8.040527419296952,31.0,0,Emerging,1
C302103153,2018-02-27,Approved,59.0,Other,Female,Family,Employee,Agriculture,Contract,37.0,0.0,Other,1654.94,False,0,0,0,0,1654.94,7.412124102404756,37.0,0,Senior,0
